claim_id,policy_id,agent_id,claim_type,claim_date,resolution_date,claim_amount,approved_amount,status,region,days_to_resolve
CLM001232,POL003077,AGT05900,Water Damage,2024-10-20,2024-12-17,44041.43,22893.67,Approved,Alberta,58
CLM001233,POL005186,AGT01996,Fire,2024-05-03,2024-05-14,27739.3,0,Open,Manitoba,11
CLM001234,POL004971,AGT07955,Flood,2024-08-29,2024-10-21,12038.84,1821.95,Approved,Manitoba,53
CLM001235,POL004432,AGT09481,Collision,2021-06-26,2021-07-26,27460.76,0,In Review,Saskatchewan,30
CLM001236,POL000080,AGT05439,Flood,2023-02-15,2023-02-19,54783.88,3753.38,Denied,Quebec,4
CLM001237,POL002478,AGT05913,Wind/Hail,2022-03-14,2022-06-22,13335.51,11752.0,Denied,Quebec,100
CLM001238,POL002582,AGT07101,Fire,2021-12-23,2022-04-05,22418.04,1852.65,Closed,Saskatchewan,103
CLM001239,POL009503,AGT06317,Flood,2024-11-29,2024-12-06,44104.22,27090.82,In Review,Manitoba,7
CLM001240,POL006758,AGT00143,Collision,2021-06-24,2021-09-10,73431.81,65836.55,Approved,Alberta,78
CLM001241,POL009353,AGT09580,Wind/Hail,2021-12-07,2022-01-13,19320.11,6387.46,Closed,Saskatchewan,37
CLM001242,POL000221,AGT08481,Theft,2024-09-29,2025-01-13,26824.76,0,Closed,Alberta,106
CLM001243,POL001649,AGT05487,Wind/Hail,2021-11-08,2022-02-22,51084.21,28913.42,Closed,British Columbia,106
CLM001244,POL006113,AGT00308,Wind/Hail,2024-12-25,2025-03-30,56189.26,52316.88,Approved,Alberta,95
CLM001245,POL003249,AGT02880,Liability,2023-03-15,2023-05-15,17712.96,15600.9,Open,Alberta,61
CLM001246,POL009505,AGT00747,Flood,2022-05-11,2022-08-12,57536.07,40777.64,Denied,Saskatchewan,93
CLM001247,POL008543,AGT03703,Water Damage,2021-01-24,2021-04-18,6655.39,4838.91,Closed,British Columbia,84
CLM001248,POL009798,AGT09249,Liability,2024-01-11,2024-03-06,71247.74,12898.12,In Review,Saskatchewan,55
CLM001249,POL002291,AGT06991,Wind/Hail,2021-11-05,2021-12-30,67044.16,54492.79,Closed,Alberta,55
CLM001250,POL006993,AGT07274,Water Damage,2023-01-29,2023-04-13,64418.39,45562.44,In Review,Saskatchewan,74
CLM001251,POL001284,AGT09941,Theft,2022-07-13,2022-09-20,10251.24,2855.32,Open,Alberta,69
CLM001252,POL002142,AGT08643,Liability,2024-03-14,2024-06-25,43223.54,2004.75,Open,Ontario,103
CLM001253,POL007769,AGT06293,Liability,2024-02-11,2024-03-09,62819.22,21369.36,In Review,Alberta,27
CLM001254,POL007596,AGT07750,Collision,2024-06-02,2024-07-07,47208.84,30662.71,Approved,Alberta,35
CLM001255,POL008461,AGT05883,Theft,2023-01-14,2023-01-15,38520.05,10728.71,In Review,British Columbia,1
CLM001256,POL004748,AGT00800,Liability,2024-08-15,2024-09-12,32783.82,31157.24,Denied,Manitoba,28
CLM001257,POL003813,AGT08099,Wind/Hail,2025-06-06,2025-06-30,40634.61,33064.83,In Review,British Columbia,24
CLM001258,POL008243,AGT02376,Liability,2022-08-09,2022-11-28,24673.97,11061.73,Approved,British Columbia,111
CLM001259,POL000685,AGT07073,Fire,2021-12-18,2022-01-14,16222.67,7942.16,Closed,Quebec,27
CLM001260,POL006247,AGT08181,Flood,2024-05-10,2024-06-21,67348.14,47092.76,In Review,British Columbia,42
CLM001261,POL009840,AGT06987,Flood,2021-02-09,2021-05-19,34879.68,6953.7,Denied,Quebec,99
CLM001262,POL005844,AGT00941,Flood,2022-10-27,2023-01-15,37602.03,10097.62,Open,Manitoba,80
CLM001263,POL009539,AGT00901,Theft,2022-07-03,2022-08-09,3084.79,2390.39,Closed,Alberta,37
CLM001264,POL009053,AGT04054,Theft,2023-04-23,2023-06-27,34618.69,12060.96,Denied,Manitoba,65
CLM001265,POL006676,AGT00335,Theft,2021-12-29,2022-03-15,63010.15,19582.96,Approved,Ontario,76
CLM001266,POL009978,AGT09800,Wind/Hail,2021-09-10,2021-12-16,3294.52,1211.88,Closed,Saskatchewan,97
CLM001267,POL002100,AGT05636,Water Damage,2024-01-09,2024-03-12,11023.3,0,In Review,Manitoba,63
CLM001268,POL004936,AGT06987,Collision,2023-05-02,2023-08-29,4069.93,4027.58,Denied,Manitoba,119
CLM001269,POL007815,AGT09390,Liability,2021-05-03,2021-06-24,48170.76,0,Closed,Ontario,52
CLM001270,POL000883,AGT02602,Water Damage,2023-11-25,2024-01-04,994.49,849.65,In Review,Quebec,40
CLM001271,POL000482,AGT07945,Water Damage,2022-08-02,2022-11-24,17720.91,947.12,Approved,Quebec,114
CLM001272,POL008492,AGT01119,Collision,2025-05-24,2025-09-11,43883.24,5244.23,Open,Alberta,110
CLM001273,POL009878,AGT07412,Liability,2022-06-02,2022-07-26,4414.98,3109.33,Open,Saskatchewan,54
CLM001274,POL006647,AGT06165,Theft,2022-05-21,2022-06-28,42840.55,13952.59,Approved,Quebec,38
CLM001275,POL006882,AGT09010,Liability,2021-12-14,2022-03-07,13199.43,0,In Review,British Columbia,83
CLM001276,POL006862,AGT08642,Wind/Hail,2024-03-16,2024-06-18,14873.74,0,In Review,British Columbia,94
CLM001277,POL002137,AGT05007,Water Damage,2021-02-09,2021-02-25,22266.53,14648.78,In Review,Manitoba,16
CLM001278,POL001674,AGT04741,Collision,2023-02-03,2023-02-16,37722.95,27700.02,Denied,Alberta,13
CLM001279,POL000003,AGT06472,Collision,2023-09-21,2023-11-21,8553.17,2126.22,In Review,Manitoba,61
CLM001280,POL004305,AGT00762,Collision,2025-03-05,2025-05-15,49509.47,45747.14,Denied,Saskatchewan,71
CLM001281,POL002733,AGT02891,Liability,2023-03-13,2023-05-01,70608.16,51208.62,Closed,British Columbia,49
CLM001282,POL001819,AGT00083,Water Damage,2022-11-28,2022-12-21,58029.57,34150.22,Denied,Quebec,23
CLM001283,POL000307,AGT03589,Fire,2024-03-11,2024-04-18,38723.81,32285.93,Denied,Quebec,38
CLM001284,POL000469,AGT05618,Fire,2023-12-06,2023-12-26,2156.06,1568.82,Closed,Manitoba,20
CLM001285,POL007433,AGT05994,Liability,2022-01-02,2022-04-28,32759.71,0,Open,British Columbia,116
CLM001286,POL008491,AGT06190,Liability,2025-11-28,2026-03-03,11761.56,8755.08,In Review,British Columbia,95
CLM001287,POL005142,AGT06635,Fire,2022-02-10,2022-05-04,23195.91,13700.06,In Review,British Columbia,83
CLM001288,POL000031,AGT01626,Wind/Hail,2023-02-14,2023-04-12,49027.47,5488.43,Closed,Alberta,57
CLM001289,POL000853,AGT09370,Fire,2024-10-12,2025-01-12,29804.69,25035.45,Closed,British Columbia,92
CLM001290,POL004131,AGT03100,Collision,2021-03-29,2021-05-31,28943.59,0,Closed,Quebec,63
CLM001291,POL001219,AGT03822,Flood,2025-12-13,2026-02-24,45029.01,0,Approved,Quebec,73
CLM001292,POL005565,AGT09543,Collision,2024-04-24,2024-07-01,59585.57,43655.68,Closed,Alberta,68
CLM001293,POL004201,AGT01743,Water Damage,2022-08-31,2022-12-11,57678.22,3547.51,Approved,Quebec,102
CLM001294,POL007211,AGT06828,Collision,2024-05-25,2024-07-04,24501.97,8915.0,Approved,Ontario,40
CLM001295,POL005146,AGT00648,Water Damage,2023-11-13,2023-12-29,9322.29,0,In Review,British Columbia,46
CLM001296,POL004687,AGT08971,Theft,2024-01-08,2024-03-25,34584.83,1953.26,Approved,Quebec,77
CLM001297,POL000176,AGT03967,Theft,2024-03-07,2024-03-23,29518.13,22904.51,In Review,British Columbia,16
CLM001298,POL008302,AGT08576,Fire,2025-03-12,2025-04-26,69484.08,15523.54,Denied,Ontario,45
CLM001299,POL002543,AGT09021,Wind/Hail,2025-12-03,2025-12-18,49087.24,15276.95,In Review,Ontario,15
CLM001300,POL000320,AGT08063,Water Damage,2022-10-04,2022-12-13,13523.32,10713.72,In Review,Quebec,70
CLM001301,POL003356,AGT01630,Liability,2022-03-05,2022-03-26,60984.02,0,Denied,Alberta,21
CLM001302,POL008420,AGT03997,Flood,2023-08-18,2023-11-16,11788.37,0,Open,Manitoba,90
CLM001303,POL006486,AGT01238,Collision,2021-01-21,2021-03-17,64645.3,37953.89,In Review,Alberta,55
CLM001304,POL004832,AGT02449,Wind/Hail,2022-10-03,2023-01-10,4712.85,0,Open,Alberta,99
CLM001305,POL007598,AGT02532,Theft,2023-07-08,2023-10-23,33887.24,17324.01,In Review,Ontario,107
CLM001306,POL007324,AGT02982,Flood,2022-04-12,2022-07-22,53419.61,18749.45,Closed,Alberta,101
CLM001307,POL003793,AGT08251,Fire,2022-03-04,2022-03-09,39030.6,5313.49,Open,British Columbia,5
CLM001308,POL006737,AGT00112,Flood,2022-03-22,2022-05-28,24600.74,18498.44,In Review,British Columbia,67
CLM001309,POL003749,AGT00813,Liability,2025-05-03,2025-08-30,8274.48,7481.05,Open,Manitoba,119
CLM001310,POL003585,AGT05708,Collision,2022-06-11,2022-08-23,31169.16,20873.82,Closed,Alberta,73
CLM001311,POL005834,AGT02564,Liability,2021-12-26,2022-04-06,46886.14,25314.71,In Review,Alberta,101
CLM001312,POL007574,AGT02564,Water Damage,2025-04-29,2025-05-16,27524.74,25712.73,Closed,Quebec,17
CLM001313,POL001875,AGT00382,Wind/Hail,2021-01-21,2021-02-24,45057.99,1018.46,Closed,Ontario,34
CLM001314,POL002210,AGT03308,Collision,2022-06-30,2022-07-18,19726.29,14137.58,Closed,Ontario,18
CLM001315,POL007722,AGT01769,Fire,2024-05-28,2024-09-12,21662.81,0,In Review,Saskatchewan,107
CLM001316,POL000236,AGT06193,Flood,2025-10-08,2025-10-12,29330.44,0,Closed,Quebec,4
CLM001317,POL002465,AGT06236,Water Damage,2024-01-30,2024-03-15,49161.99,0,Denied,Quebec,45
CLM001318,POL009606,AGT07823,Collision,2022-01-29,2022-05-07,37208.23,3954.37,Approved,Manitoba,98
CLM001319,POL009317,AGT00920,Flood,2022-07-14,2022-09-30,11110.04,3200.72,Approved,Quebec,78
CLM001320,POL007507,AGT09549,Wind/Hail,2021-09-22,2021-12-08,2410.53,544.55,Closed,Quebec,77
CLM001321,POL004574,AGT06743,Wind/Hail,2022-09-13,2022-10-07,31861.09,0,In Review,Ontario,24
CLM001322,POL004207,AGT07645,Fire,2021-05-30,2021-09-15,21958.91,14032.41,Approved,Quebec,108
CLM001323,POL008004,AGT03038,Fire,2022-08-03,2022-12-01,2131.46,0,Closed,Quebec,120
CLM001324,POL000809,AGT05375,Liability,2022-06-20,2022-07-25,10725.65,6213.59,Open,British Columbia,35
CLM001325,POL002697,AGT09005,Liability,2022-01-13,2022-02-02,60186.16,11367.93,Approved,Saskatchewan,20
CLM001326,POL002148,AGT00292,Wind/Hail,2025-07-22,2025-10-06,3719.75,748.97,In Review,British Columbia,76
CLM001327,POL007856,AGT02214,Wind/Hail,2021-08-09,2021-10-16,40328.46,16942.57,In Review,Manitoba,68
CLM001328,POL008342,AGT03655,Flood,2021-11-18,2021-12-26,60070.15,40540.61,Closed,Manitoba,38
CLM001329,POL000816,AGT08220,Collision,2022-02-20,2022-05-17,70838.59,43039.46,In Review,Alberta,86
CLM001330,POL001702,AGT05202,Theft,2025-10-26,2025-11-10,17680.05,14386.07,Closed,Saskatchewan,15
CLM001331,POL009575,AGT08897,Theft,2023-07-09,2023-07-16,74978.32,66608.45,Open,Alberta,7
CLM001332,POL009395,AGT01847,Flood,2021-08-18,2021-11-24,45758.9,42555.76,In Review,British Columbia,98
CLM001333,POL001758,AGT01747,Liability,2025-04-18,2025-06-07,31334.14,23998.24,In Review,Ontario,50
CLM001334,POL009663,AGT00653,Liability,2022-01-03,2022-03-01,65597.37,49916.42,Closed,Manitoba,57
CLM001335,POL005677,AGT07426,Collision,2021-01-07,2021-02-04,12824.06,337.23,In Review,Alberta,28
CLM001336,POL000976,AGT04037,Water Damage,2022-12-04,2023-02-03,48651.61,25393.68,Approved,Alberta,61
CLM001337,POL005024,AGT05942,Wind/Hail,2025-02-25,2025-03-28,12866.78,9267.22,Denied,British Columbia,31
CLM001338,POL009136,AGT05158,Water Damage,2022-10-05,2022-10-11,14978.88,782.01,Open,Saskatchewan,6
CLM001339,POL002531,AGT01031,Flood,2023-02-16,2023-04-17,66692.88,13297.24,In Review,British Columbia,60
CLM001340,POL006215,AGT03350,Liability,2023-11-07,2024-01-29,44630.2,8652.13,Approved,Manitoba,83
CLM001341,POL001825,AGT08756,Fire,2022-09-30,2022-10-17,59764.41,57560.52,Closed,Alberta,17
CLM001342,POL006881,AGT00738,Water Damage,2022-07-07,2022-08-04,39241.53,150.43,Closed,Saskatchewan,28
CLM001343,POL003916,AGT06491,Theft,2023-03-05,2023-04-27,15351.77,0,Denied,Ontario,53
CLM001344,POL008784,AGT02722,Liability,2025-02-27,2025-04-21,68466.5,0,Denied,Alberta,53
CLM001345,POL001995,AGT00952,Collision,2025-07-24,2025-10-08,45029.03,1120.33,Open,Ontario,76
CLM001346,POL005522,AGT08401,Liability,2023-05-09,2023-05-23,61582.2,47368.15,Open,British Columbia,14
CLM001347,POL005598,AGT03003,Fire,2021-10-23,2021-11-21,11839.3,292.3,Open,Alberta,29
CLM001348,POL002799,AGT08654,Water Damage,2025-05-27,2025-08-30,72852.19,47747.76,Open,Alberta,95
CLM001349,POL008212,AGT03680,Flood,2023-01-13,2023-03-09,37184.79,15683.97,Open,Manitoba,55
CLM001350,POL009984,AGT09917,Flood,2025-07-22,2025-10-10,54733.43,26949.66,Denied,British Columbia,80
CLM001351,POL002273,AGT01748,Liability,2023-08-22,2023-12-07,10040.04,0,Approved,British Columbia,107
CLM001352,POL002761,AGT00080,Theft,2025-04-13,2025-08-06,38184.47,21398.55,In Review,British Columbia,115
CLM001353,POL009671,AGT08763,Liability,2023-10-30,2024-01-25,10454.3,3949.02,Denied,Ontario,87
CLM001354,POL009767,AGT07441,Collision,2021-09-10,2021-10-06,61757.26,19155.36,Open,Quebec,26
CLM001355,POL009586,AGT04927,Water Damage,2021-03-04,2021-03-09,16777.35,0,Approved,Alberta,5
CLM001356,POL001939,AGT02997,Wind/Hail,2023-01-29,2023-04-21,4586.82,3488.96,Approved,Alberta,82
CLM001357,POL006996,AGT01996,Liability,2021-06-28,2021-08-18,23355.54,11678.23,Closed,British Columbia,51
CLM001358,POL009087,AGT04651,Theft,2022-07-25,2022-10-15,65903.06,5397.21,In Review,Ontario,82
CLM001359,POL000688,AGT05813,Flood,2021-10-13,2021-11-14,28637.53,23313.41,Denied,British Columbia,32
CLM001360,POL009278,AGT02014,Water Damage,2023-03-04,2023-03-18,5382.8,5153.73,Approved,Quebec,14
CLM001361,POL004777,AGT02783,Wind/Hail,2023-03-02,2023-05-22,18833.68,18017.83,Denied,Alberta,81
CLM001362,POL006105,AGT02195,Wind/Hail,2023-10-22,2024-01-23,34261.75,33195.63,Approved,Quebec,93
CLM001363,POL000571,AGT08980,Theft,2023-10-04,2023-11-09,52286.59,35792.74,Closed,Quebec,36
CLM001364,POL005409,AGT08451,Flood,2022-10-05,2022-12-26,38400.07,33123.57,Open,Alberta,82
CLM001365,POL005376,AGT09785,Wind/Hail,2024-08-30,2024-09-20,29011.52,28623.32,Denied,Saskatchewan,21
CLM001366,POL000782,AGT06085,Theft,2023-12-29,2024-02-05,44153.11,0,Closed,British Columbia,38
CLM001367,POL001687,AGT07113,Fire,2024-08-19,2024-09-19,48206.21,17556.28,Closed,Ontario,31
CLM001368,POL000643,AGT05621,Collision,2021-10-04,2021-11-25,53622.51,11011.42,Denied,Alberta,52
CLM001369,POL004828,AGT02250,Liability,2024-03-08,2024-04-22,2440.25,265.53,Approved,British Columbia,45
CLM001370,POL006317,AGT05342,Liability,2024-05-03,2024-08-02,750.18,477.3,Open,Ontario,91
CLM001371,POL006416,AGT09214,Theft,2023-02-08,2023-04-13,7428.04,4752.18,Open,Saskatchewan,64
CLM001372,POL006572,AGT01433,Water Damage,2022-09-30,2022-10-11,56061.3,29452.59,Approved,Quebec,11
CLM001373,POL005743,AGT02164,Liability,2022-08-04,2022-08-18,28529.05,26760.15,Approved,Alberta,14
CLM001374,POL000824,AGT08537,Water Damage,2022-10-05,2022-11-18,20614.5,18147.17,Open,Saskatchewan,44
CLM001375,POL002922,AGT06246,Wind/Hail,2021-12-02,2022-01-02,65988.82,42758.11,Approved,British Columbia,31
CLM001376,POL001205,AGT01137,Water Damage,2022-04-10,2022-04-12,29627.78,7937.55,Closed,Quebec,2
CLM001377,POL002011,AGT03332,Theft,2025-04-20,2025-08-10,42019.0,19900.01,In Review,Quebec,112
CLM001378,POL000587,AGT06678,Collision,2022-03-02,2022-05-19,28998.83,5586.14,Denied,Manitoba,78
CLM001379,POL001235,AGT07740,Water Damage,2025-12-02,2026-03-01,45153.36,39549.12,In Review,Ontario,89
CLM001380,POL006579,AGT05512,Theft,2022-09-23,2022-10-28,58047.55,40866.68,Approved,British Columbia,35
CLM001381,POL003330,AGT02928,Fire,2022-08-22,2022-10-10,22411.33,19609.26,Closed,British Columbia,49
CLM001382,POL009741,AGT05187,Fire,2023-07-14,2023-08-03,54397.83,20170.02,Open,Manitoba,20
CLM001383,POL007188,AGT03170,Liability,2022-01-05,2022-02-23,18341.06,6311.63,Closed,Alberta,49
CLM001384,POL004740,AGT08838,Fire,2025-05-07,2025-05-17,63127.39,0,In Review,Ontario,10
CLM001385,POL001746,AGT02554,Theft,2022-08-12,2022-10-20,20013.82,17893.71,Denied,Alberta,69
CLM001386,POL001955,AGT07655,Fire,2025-01-18,2025-01-24,50645.8,0,Open,Alberta,6
CLM001387,POL007833,AGT02489,Wind/Hail,2025-09-01,2025-10-22,41009.73,23545.52,In Review,Quebec,51
CLM001388,POL009087,AGT00719,Liability,2023-04-29,2023-06-09,40747.04,0,In Review,British Columbia,41
CLM001389,POL002277,AGT06485,Fire,2025-11-19,2025-12-25,48379.59,21153.98,Approved,Manitoba,36
CLM001390,POL009295,AGT03175,Flood,2022-08-19,2022-11-01,30646.21,15480.46,Open,Alberta,74
CLM001391,POL006305,AGT06114,Fire,2023-04-19,2023-05-19,69224.39,48787.26,Denied,Saskatchewan,30
CLM001392,POL006847,AGT03096,Theft,2022-08-22,2022-09-26,52119.99,29055.45,Closed,Manitoba,35
CLM001393,POL002993,AGT06102,Wind/Hail,2025-03-08,2025-05-25,39773.48,17247.0,Denied,Saskatchewan,78
CLM001394,POL006398,AGT02452,Liability,2024-06-25,2024-10-11,67225.8,18841.39,In Review,Saskatchewan,108
CLM001395,POL004572,AGT09440,Fire,2024-11-09,2025-02-04,58467.26,43787.41,Approved,Ontario,87
CLM001396,POL006011,AGT06320,Theft,2023-04-23,2023-07-20,63384.98,0,Open,Quebec,88
CLM001397,POL009145,AGT00466,Water Damage,2024-03-06,2024-04-15,69624.18,26253.47,Open,Saskatchewan,40
CLM001398,POL008702,AGT02064,Water Damage,2024-10-23,2025-01-14,12676.97,0,Open,Manitoba,83
CLM001399,POL002906,AGT09002,Flood,2021-01-07,2021-02-08,48655.33,13771.97,In Review,British Columbia,32
CLM001400,POL009828,AGT08572,Wind/Hail,2023-11-13,2023-12-22,28364.0,21397.43,Denied,Alberta,39
CLM001401,POL007644,AGT09419,Liability,2022-06-03,2022-07-26,29354.45,302.2,In Review,British Columbia,53
CLM001402,POL001838,AGT06953,Water Damage,2023-07-08,2023-10-07,32135.01,16132.86,Closed,Manitoba,91
CLM001403,POL009700,AGT09650,Theft,2025-04-08,2025-04-19,30694.89,24614.73,Open,Saskatchewan,11
CLM001404,POL003088,AGT09047,Liability,2024-05-21,2024-07-03,42438.2,21930.03,Approved,Ontario,43
CLM001405,POL005454,AGT02621,Liability,2021-10-19,2022-01-01,50588.16,50132.32,Closed,Ontario,74
CLM001406,POL007439,AGT08188,Wind/Hail,2024-03-28,2024-04-01,38878.34,31024.21,Closed,Ontario,4
CLM001407,POL008395,AGT04083,Wind/Hail,2025-12-28,2026-03-07,66250.54,0,Closed,Quebec,69
CLM001408,POL008695,AGT01619,Water Damage,2023-06-13,2023-09-08,31204.41,18240.38,Closed,Quebec,87
CLM001409,POL006019,AGT07180,Water Damage,2023-08-30,2023-10-21,7980.6,1778.54,Denied,Ontario,52
CLM001410,POL009591,AGT00807,Flood,2025-10-03,2026-01-28,4390.91,2747.97,In Review,Quebec,117
CLM001411,POL005351,AGT00367,Theft,2021-03-17,2021-07-10,8406.67,6288.33,Closed,Alberta,115
CLM001412,POL005936,AGT08410,Flood,2021-09-29,2021-11-11,21135.42,0,In Review,British Columbia,43
CLM001413,POL003871,AGT07435,Wind/Hail,2021-04-23,2021-05-24,62671.63,6295.35,Open,Saskatchewan,31
CLM001414,POL005847,AGT02467,Collision,2021-08-06,2021-09-17,24448.01,17179.83,Denied,British Columbia,42
CLM001415,POL003649,AGT00413,Fire,2023-08-06,2023-10-26,14856.68,9056.05,Closed,Quebec,81
CLM001416,POL002056,AGT03647,Water Damage,2025-10-07,2025-11-13,58711.53,20114.93,Closed,Manitoba,37
CLM001417,POL001800,AGT04475,Wind/Hail,2024-05-14,2024-06-17,44806.13,567.05,Closed,Quebec,34
CLM001418,POL005675,AGT00304,Water Damage,2025-12-30,2026-03-04,73352.97,32521.54,Denied,Manitoba,64
CLM001419,POL000273,AGT07383,Water Damage,2023-01-31,2023-03-04,35026.45,12908.02,Denied,Ontario,32
CLM001420,POL008822,AGT01738,Theft,2024-08-08,2024-10-22,4624.27,3151.43,In Review,British Columbia,75
CLM001421,POL001633,AGT04896,Theft,2021-01-11,2021-01-14,18009.82,15939.45,Closed,British Columbia,3
CLM001422,POL002153,AGT08241,Flood,2024-12-19,2025-02-23,70895.09,56462.77,Closed,Saskatchewan,66
CLM001423,POL009134,AGT08006,Water Damage,2021-09-29,2021-10-19,68889.29,68819.65,Open,British Columbia,20
CLM001424,POL005019,AGT01533,Theft,2021-07-21,2021-08-17,74585.73,11583.85,Approved,Quebec,27
CLM001425,POL005690,AGT06338,Flood,2022-08-24,2022-09-07,6788.37,6610.51,Closed,Ontario,14
CLM001426,POL008040,AGT00825,Liability,2023-07-15,2023-08-25,46046.6,0,Approved,Manitoba,41
CLM001427,POL005119,AGT00804,Theft,2021-08-09,2021-11-15,16415.78,9404.89,Open,Saskatchewan,98
CLM001428,POL001331,AGT00487,Collision,2023-07-02,2023-07-16,5973.61,2324.53,Approved,Saskatchewan,14
CLM001429,POL009584,AGT08321,Collision,2022-11-02,2023-02-24,58770.5,0,In Review,Saskatchewan,114
CLM001430,POL008695,AGT03193,Water Damage,2022-02-20,2022-04-01,2881.36,1372.44,Closed,Quebec,40
CLM001431,POL000335,AGT07388,Collision,2022-10-21,2022-12-13,34765.22,11602.52,Denied,Quebec,53
CLM001432,POL002434,AGT04505,Theft,2023-06-03,2023-06-29,29559.3,19076.08,Closed,Saskatchewan,26
CLM001433,POL005636,AGT09195,Collision,2021-05-25,2021-06-10,5103.93,0,Open,Ontario,16
CLM001434,POL005100,AGT02887,Flood,2021-03-01,2021-06-16,8831.61,2928.37,Closed,Ontario,107
CLM001435,POL001912,AGT01192,Flood,2021-01-02,2021-01-13,72756.7,0,Denied,Manitoba,11
CLM001436,POL001920,AGT08758,Water Damage,2021-01-15,2021-04-16,32256.02,0,Approved,Saskatchewan,91
CLM001437,POL009091,AGT04401,Wind/Hail,2023-04-06,2023-06-04,30576.11,0,In Review,British Columbia,59
CLM001438,POL001623,AGT02079,Collision,2024-10-24,2024-11-04,18477.04,0,Open,Alberta,11
CLM001439,POL007361,AGT08152,Wind/Hail,2025-05-07,2025-07-11,16407.17,4164.13,In Review,Ontario,65
CLM001440,POL005959,AGT00369,Liability,2023-06-13,2023-10-10,32258.56,7480.92,Denied,Manitoba,119
CLM001441,POL006914,AGT02240,Liability,2023-10-05,2023-10-19,6836.27,4747.96,Closed,Ontario,14
CLM001442,POL000239,AGT06922,Flood,2024-05-10,2024-08-25,25143.94,12340.75,Denied,Manitoba,107
CLM001443,POL003932,AGT08441,Flood,2021-07-24,2021-10-08,17234.36,309.45,Denied,Saskatchewan,76
CLM001444,POL002728,AGT01329,Liability,2024-08-16,2024-11-02,68248.87,0,In Review,Alberta,78
CLM001445,POL000928,AGT00848,Liability,2023-10-21,2023-11-05,29100.9,12899.96,Open,British Columbia,15
